row_num_1,Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Invalid Columns
32069,2022-02-10 11:02:28,35.254.99.241,143.106.17.26,10946,57150,TCP,220,Control,DNS,Non minima qui recusandae cumque doloribus eveniet. Laborum dolorem quo libero.,,22.09,,Malware,Known Pattern B,Ignored,Low,Taimur Kade,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),Segment A,"Chandigarh, Manipur",143.119.127.52,,,Firewall,Device Information (Suspect Bot)
32072,2022-01-14 15:43:14,197.41.13.80,202.68.25.147,14601,13198,UDP,607,Data,FTP,Fuga aperiam ipsum aliquam repudiandae mollitia eius. Possimus quis ipsum illum odio. Quisquam quidem ipsa officia laboriosam dignissimos itaque. Eaque maiores cum inventore corrupti non.,,45.8,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Biju Barman,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_2 rv:5.0; fr-CH) AppleWebKit/532.24.6 (KHTML, like Gecko) Version/4.0 Safari/532.24.6",Segment A,"Firozabad, Nagaland",182.251.112.124,,,Firewall,Destination IP Address (RBL)
32101,2023-06-24 23:02:45,191.63.22.61,60.120.76.197,15612,32089,UDP,916,Data,HTTP,Aliquid dolorem maiores quidem tempora cum quibusdam. Animi debitis accusantium perspiciatis ipsam dignissimos nulla. Molestias enim autem repellat aperiam assumenda voluptatum.,,93.89,,DDoS,Known Pattern B,Blocked,High,Tejas Baral,Opera/9.11.(X11; Linux i686; ms-MY) Presto/2.9.176 Version/10.00,Segment B,"Nagaon, Tamil Nadu",70.242.151.50,Log Data,,Server,Source IP Address (RBL)
32103,2022-03-19 11:44:55,159.107.88.94,128.133.199.49,9376,7069,UDP,1124,Control,FTP,Mollitia placeat fugit perspiciatis perferendis magni mollitia. Modi maxime rerum aliquid ratione similique est. Placeat accusamus impedit quas dolorum illum.,,9.83,,DDoS,Known Pattern B,Blocked,High,Manikya Basu,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; sl-SI) AppleWebKit/535.17.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6535.17.3",Segment C,"Gurgaon, Haryana",,Log Data,Alert Data,Firewall,Destination IP Address (RBL)
32107,2020-06-13 18:26:27,102.106.16.117,1.63.20.102,64380,40287,TCP,237,Data,FTP,Dolorum tempora dolore adipisci ipsa id. Ratione eius sapiente nisi dolorum. Iusto voluptatem nisi similique. Officia non et maiores quisquam. Odio eius vitae animi.,IoC Detected,63.63,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Ishita Swaminathan,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.1),Segment C,"Barasat, Mizoram",,,,Server,Device Information (Suspect Bot)
32130,2023-09-07 15:24:52,222.105.145.151,157.215.192.55,60773,25595,UDP,139,Data,DNS,Deleniti illum facere illum recusandae ipsa. Ratione provident enim numquam nobis ex. In facere ipsa dicta ad vel. Unde id nam qui provident.,,52.25,,Malware,Known Pattern A,Ignored,High,Saira Mani,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),Segment C,"Ambala, Arunachal Pradesh",40.222.92.191,Log Data,,Firewall,Destination IP Address (RBL)
32142,2020-02-22 06:11:24,209.51.176.74,29.255.119.72,42966,11496,UDP,581,Data,DNS,Commodi vero eius vel veniam rem quibusdam exercitationem. Amet voluptas minima nihil facere voluptatem praesentium. Illum voluptas soluta placeat tempore.,,38.24,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Samarth Sarma,Opera/8.40.(Windows 98; Win 9x 4.90; sr-RS) Presto/2.9.188 Version/11.00,Segment C,"Nandyal, West Bengal",,,,Firewall,Source IP Address (RBL)
32155,2020-07-17 22:15:22,44.31.45.107,82.141.82.193,25062,48740,UDP,484,Control,HTTP,Nobis expedita molestiae ratione officia voluptatum quo asperiores. Commodi explicabo quibusdam provident aut nihil possimus.,,83.28,,Intrusion,Known Pattern A,Logged,Low,Samarth Malhotra,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/50.0.824.0 Mobile/22G872 Safari/535.2",Segment A,"Bareilly, Arunachal Pradesh",172.125.170.229,,Alert Data,Firewall,Source IP Address (RBL)
32156,2023-04-02 11:09:09,86.63.244.137,118.69.89.112,35116,2497,ICMP,907,Control,HTTP,Blanditiis pariatur delectus non molestiae esse sequi. Reiciendis accusamus ea aliquid iusto. Sed doloribus incidunt alias id. Voluptatum incidunt cupiditate tenetur rem eius. Labore illum cumque.,IoC Detected,10.14,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Saira Lala,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_1; rv:1.9.2.20) Gecko/6810-03-19 17:16:36 Firefox/8.0,Segment C,"Hajipur, Tripura",,,Alert Data,Server,Destination IP Address (RBL)
32160,2020-11-24 13:07:26,85.153.33.85,98.230.194.111,13411,63317,TCP,194,Control,FTP,Asperiores earum impedit expedita doloribus voluptatibus. Cumque doloribus fugit veritatis. Repellat nam dolores deleniti at quia autem. Deleniti inventore facere sapiente accusamus maiores.,IoC Detected,43.67,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Abram Bava,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; it-IT) AppleWebKit/534.14.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.14.2",Segment C,"Sikar, West Bengal",,Log Data,Alert Data,Firewall,Source IP Address (RBL)
32179,2020-02-17 21:02:28,143.204.255.73,26.123.234.64,29803,63367,UDP,646,Data,DNS,Ea voluptatem nam eveniet. Veritatis odio assumenda aliquid inventore. Quibusdam nihil aliquid quae. Nisi ratione commodi mollitia.,,5.1,,Malware,Known Pattern B,Logged,Low,Ryan Rajagopalan,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1),Segment A,"Sambhal, Himachal Pradesh",,Log Data,,Firewall,Device Information (Suspect Bot)
32190,2021-02-24 22:05:43,14.81.191.73,186.68.113.214,18722,60375,TCP,787,Control,DNS,Quibusdam qui iure optio aliquam magni ipsa fuga. Rem quia repudiandae repellat magnam qui.,,90.72,Alert Triggered,Malware,Known Pattern B,Ignored,High,Uthkarsh Ratti,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; mg-MG) AppleWebKit/531.40.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6531.40.6",Segment B,"Saharanpur, Arunachal Pradesh",115.36.233.63,Log Data,,Server,Destination IP Address (RBL)
32201,2023-07-09 20:39:53,38.200.6.140,152.192.74.111,4113,42190,TCP,1454,Data,DNS,Veritatis iusto suscipit praesentium adipisci. Quidem minus quibusdam rerum rerum facere dolorem facere. Itaque iste fugit exercitationem eveniet reiciendis.,IoC Detected,48.91,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Aradhya Bhargava,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.0),Segment C,"Raiganj, Karnataka",158.8.128.61,,,Firewall,Source IP Address (RBL)
32209,2020-06-03 02:57:57,153.120.108.133,173.163.126.83,46959,7778,ICMP,559,Control,DNS,Culpa doloremque doloribus sunt. Dolorum voluptate praesentium ex voluptatibus fuga consequuntur.,IoC Detected,13.08,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Amira Sachar,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_7 rv:6.0; ku-TR) AppleWebKit/533.42.7 (KHTML, like Gecko) Version/4.0.2 Safari/533.42.7",Segment C,"Phagwara, Uttarakhand",215.210.69.5,,Alert Data,Firewall,Source IP Address (RBL)
32227,2021-06-28 13:16:15,93.132.219.204,38.127.243.68,17428,8122,TCP,624,Control,DNS,Quasi expedita quis. Esse necessitatibus sequi quibusdam. Ratione repellendus necessitatibus animi ut voluptate distinctio.,,51.33,,DDoS,Known Pattern A,Ignored,Low,Dhanush Dugal,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0),Segment A,"Jalgaon, Gujarat",28.245.16.166,,Alert Data,Firewall,Destination IP Address (RBL)
32234,2023-09-07 12:29:49,133.239.59.109,150.125.80.185,36374,59068,ICMP,813,Control,FTP,Dolorum quas ipsam consectetur similique quod est. Aut possimus omnis. Eaque et sunt. Tempora optio minima itaque. Accusantium ex culpa. Asperiores aliquid veritatis. Sunt ipsam quos quis.,,28.1,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Rati Krishna,Opera/9.33.(X11; Linux x86_64; vi-VN) Presto/2.9.190 Version/12.00,Segment B,"Coimbatore, Maharashtra",163.149.107.47,,,Server,Source IP Address (RBL)
32241,2023-06-23 01:06:21,158.162.97.12,177.107.183.46,22530,42280,ICMP,920,Control,FTP,Pariatur quidem sit. Amet laboriosam excepturi aliquam quae ab. Odit occaecati adipisci numquam ad quas odio ipsum. Enim unde doloremque unde commodi quas.,,64.14,Alert Triggered,Malware,Known Pattern A,Logged,High,Shayak Barman,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; sq-AL) AppleWebKit/532.24.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6532.24.3",Segment C,"Madurai, Meghalaya",67.163.86.176,Log Data,,Server,Source IP Address (RBL)
32256,2021-09-25 20:37:47,214.149.36.16,20.0.77.79,11262,29338,TCP,612,Control,FTP,Quibusdam qui minima occaecati quos eaque. Officiis nemo quidem quidem adipisci asperiores consequuntur consequatur. Fugit at alias expedita possimus reprehenderit.,,64.29,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Akarsh Sharaf,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_7 rv:3.0; kl-GL) AppleWebKit/531.50.2 (KHTML, like Gecko) Version/4.0.4 Safari/531.50.2",Segment C,"Bhatpara, Telangana",66.12.153.130,,Alert Data,Firewall,Destination IP Address (RBL)
32267,2022-07-24 10:17:52,218.127.60.97,153.136.83.141,27497,56785,UDP,348,Control,DNS,Temporibus at architecto rerum. Consequatur nostrum cum nemo quisquam cum harum. Ipsam nesciunt iste. Veniam vitae corporis eaque. Tenetur dolorem eius vero ea at.,,94.77,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Indrans Bobal,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.0),Segment C,"Dhanbad, West Bengal",213.102.36.113,,Alert Data,Firewall,Device Information (Suspect Bot)
32268,2021-12-20 15:48:08,221.223.147.15,29.6.6.141,38210,60448,TCP,870,Control,FTP,Molestiae sapiente provident quae. Dolorum veritatis dolore fugiat pariatur. Neque eius deleniti fuga.,,96.27,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Onkar Rana,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.1),Segment A,"Jaunpur, Gujarat",56.219.61.137,,Alert Data,Server,Device Information (Suspect Bot)
32283,2022-02-16 11:54:04,157.243.65.116,174.15.9.102,56324,4752,ICMP,385,Data,HTTP,Harum atque a odit. Veritatis quo repellat debitis odio cumque. Iusto animi tempore sapiente. Saepe distinctio rerum maiores fuga nemo consequuntur. Neque tempora earum voluptate assumenda qui eum a.,,7.37,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Renee Batra,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/16.0.879.0 Mobile/45F163 Safari/532.1",Segment B,"Nangloi Jat, Meghalaya",164.254.0.185,,,Server,Destination IP Address (RBL)
32287,2021-06-06 20:07:27,92.75.184.97,12.78.220.9,24543,33444,UDP,102,Control,DNS,Rerum at blanditiis maiores. Veritatis perspiciatis autem. Quasi ullam minus veniam placeat. Commodi ipsum autem iusto. Asperiores eum amet facere amet.,,92.58,,Intrusion,Known Pattern B,Blocked,High,Ivana Tella,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/4.1 Safari/533.21.1",Segment A,"Gudivada, Uttar Pradesh",,Log Data,,Server,Destination IP Address (RBL)
32298,2023-01-16 11:39:57,121.245.62.246,112.91.12.132,24465,56060,UDP,640,Control,FTP,Omnis similique aut inventore recusandae. Consectetur sit ducimus sit temporibus ab. Ipsam fuga eveniet ipsa.,IoC Detected,88.14,,Malware,Known Pattern B,Ignored,High,Aarush Sachdeva,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.1),Segment C,"Bhubaneswar, Tripura",,Log Data,Alert Data,Server,Device Information (Suspect Bot)
32303,2021-10-12 21:46:31,122.1.9.222,163.229.252.49,25643,52180,TCP,1073,Control,HTTP,Quis eos facilis delectus nemo. Voluptate nulla nisi. Molestias ad blanditiis laboriosam. Ab natus iste adipisci eos amet.,IoC Detected,63.26,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Arhaan Boase,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/18.5m0245.0 Mobile/65O576 Safari/534.1",Segment B,"Phusro, Madhya Pradesh",,,,Server,Destination IP Address (RBL)
32314,2021-11-10 10:18:24,170.195.117.186,111.201.229.77,35967,17298,UDP,1331,Data,HTTP,Nobis eveniet doloremque officia. Consectetur dolorum non eum veritatis impedit. Qui necessitatibus error modi vel ea. Ipsum expedita quasi quisquam dolorum aliquid.,,26.33,,Malware,Known Pattern A,Logged,Medium,Ryan Kalita,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/18.0.867.0 Mobile/58I890 Safari/531.0",Segment B,"Nadiad, Haryana",6.153.74.206,,Alert Data,Firewall,Destination IP Address (RBL)
32338,2023-06-07 02:13:19,66.164.53.92,176.78.0.148,30061,21802,ICMP,1061,Control,FTP,Eligendi asperiores corporis laborum totam. Laboriosam earum neque cupiditate quisquam neque delectus aliquam.,,43.73,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Shlok Sur,"Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/34.0.860.0 Safari/535.2",Segment C,"Hapur, Mizoram",,,,Server,Destination IP Address (RBL)
32342,2022-08-19 01:00:16,200.105.62.178,36.250.185.7,18266,4419,ICMP,1064,Data,DNS,Corporis earum libero nesciunt corrupti adipisci quasi. Repellat commodi reprehenderit optio quo. Exercitationem natus iste quasi placeat.,IoC Detected,59.89,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Dharmajan Cherian,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/62.0.817.0 Safari/532.0",Segment C,"Ajmer, Goa",35.216.213.230,Log Data,Alert Data,Firewall,Destination IP Address (RBL)
32378,2023-06-10 13:26:50,176.224.143.205,4.249.187.240,29933,15039,TCP,112,Data,DNS,Voluptatem numquam autem reprehenderit quam. Impedit itaque ea nihil inventore repellendus dolore.,IoC Detected,33.2,,Intrusion,Known Pattern B,Logged,Low,Ehsaan Tailor,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),Segment C,"Bhimavaram, Arunachal Pradesh",,Log Data,Alert Data,Server,Device Information (Suspect Bot)
32392,2020-12-15 11:54:35,172.34.14.196,52.50.74.241,65278,54822,UDP,151,Data,DNS,Totam cumque at consequatur fuga rerum cumque. Delectus cum est iure iste corporis praesentium. Facilis doloribus iusto aperiam est labore.,IoC Detected,7.99,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Jayesh Lad,Opera/8.82.(X11; Linux x86_64; ak-GH) Presto/2.9.180 Version/11.00,Segment B,"Fatehpur, Punjab",,,Alert Data,Server,Destination IP Address (RBL)
32404,2023-08-23 19:08:16,149.2.60.28,116.50.132.163,39935,29635,UDP,206,Data,FTP,Amet aliquid eum minus. Quam pariatur nemo accusantium vero modi voluptate. Dicta nostrum quibusdam. Non minus in distinctio iusto corporis commodi. Doloribus quis exercitationem deserunt alias.,,78.09,,Intrusion,Known Pattern B,Ignored,High,Dishani Chhabra,Opera/9.92.(Windows NT 10.0; oc-FR) Presto/2.9.184 Version/12.00,Segment B,"Madhyamgram, Punjab",206.92.74.17,,,Server,Destination IP Address (RBL)
32406,2021-06-12 13:27:55,73.159.131.94,45.110.81.23,56190,9403,UDP,541,Data,FTP,Culpa sed pariatur laborum itaque exercitationem voluptate minima. Iure odit mollitia corporis doloribus dolorem. Aliquid hic quaerat ab ab incidunt.,,89.86,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Anya Barad,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),Segment C,"Kharagpur, Mizoram",165.3.203.122,Log Data,Alert Data,Server,"Destination IP Address (RBL), Device Information (Suspect Bot)"
32436,2023-06-04 15:33:33,89.255.237.14,140.126.28.198,1742,24684,TCP,1446,Control,HTTP,Et tempora fugiat iste. Unde odio maiores quas iure. Accusantium quam earum. Autem itaque quis molestiae sapiente. Molestias deserunt incidunt enim.,,2.1,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Samiha Aurora,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6 rv:2.0; hu-HU) AppleWebKit/533.50.6 (KHTML, like Gecko) Version/5.0.2 Safari/533.50.6",Segment B,"Pune, Goa",,,,Server,Source IP Address (RBL)
32445,2020-12-15 10:59:14,170.85.59.178,4.229.27.187,20467,12748,UDP,728,Data,HTTP,Minus distinctio perferendis aut porro officia. Corporis sunt perferendis incidunt rerum molestiae delectus. Quia provident vero magnam culpa.,,21.96,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Abram Suresh,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/12.4d9674.0 Mobile/09D698 Safari/533.2",Segment C,"Bhavnagar, Tamil Nadu",7.240.144.58,,Alert Data,Server,Source IP Address (RBL)
32447,2023-02-06 05:20:13,204.182.208.137,142.207.11.47,50481,59708,ICMP,583,Data,FTP,Labore quo cum eum. Omnis dignissimos vitae. Beatae perspiciatis reiciendis. Aspernatur dolor harum quibusdam provident dolore vel repudiandae.,,66.49,,Malware,Known Pattern B,Blocked,Medium,Indrajit Devi,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/3.1),Segment B,"Bangalore, Andhra Pradesh",,,Alert Data,Server,Destination IP Address (RBL)
32466,2022-06-04 14:10:33,76.211.170.148,18.116.159.21,54541,44011,UDP,726,Control,HTTP,Quasi ad qui officiis aliquid alias alias. Soluta laborum rem voluptatibus sequi molestias. Eum libero velit in ut expedita excepturi. Totam repudiandae sint molestiae tenetur deserunt.,IoC Detected,38.9,,Malware,Known Pattern A,Ignored,Medium,Advik Vaidya,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.1),Segment B,"Kamarhati, Meghalaya",160.48.196.111,,Alert Data,Firewall,Device Information (Suspect Bot)
32468,2020-06-02 08:46:46,166.148.75.148,67.3.171.27,35577,30975,TCP,581,Data,DNS,Alias voluptatem at occaecati fuga provident. Placeat voluptatibus sunt amet sed recusandae vero. Laborum repellat in. Alias dolor mollitia quo dignissimos quod quis. Fuga ipsum officiis repellat.,,66.62,,Malware,Known Pattern A,Logged,Low,Hridaan Venkatesh,Opera/9.81.(X11; Linux i686; ak-GH) Presto/2.9.176 Version/10.00,Segment C,"Dibrugarh, Punjab",,Log Data,Alert Data,Server,Source IP Address (RBL)
32512,2021-03-18 06:07:25,208.167.237.34,166.217.187.131,28873,57186,TCP,1139,Control,DNS,Neque expedita repellat nisi consectetur molestias. Delectus laboriosam cupiditate veritatis blanditiis minus.,,96.13,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Umang Dugar,Opera/8.97.(X11; Linux x86_64; lt-LT) Presto/2.9.187 Version/12.00,Segment C,"Hajipur, Punjab",2.248.241.241,Log Data,,Server,Source IP Address (RBL)
32516,2022-01-08 06:26:51,170.112.143.212,134.5.114.80,23111,8276,TCP,1218,Data,DNS,Adipisci similique culpa laudantium asperiores sit eveniet. Assumenda praesentium commodi sapiente libero asperiores harum iusto. Velit dolor consectetur eveniet harum velit.,,0.65,,Malware,Known Pattern A,Logged,Medium,Misha Bahl,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.0),Segment B,"Allahabad, Uttarakhand",32.148.128.213,Log Data,,Server,Destination IP Address (RBL)
32519,2021-06-13 14:19:36,49.110.161.159,157.132.27.240,51109,21291,UDP,99,Data,DNS,In maxime eius consectetur ipsa nostrum. Impedit a magnam aut. Vero voluptate similique et nostrum recusandae. Excepturi recusandae nobis numquam sint.,,75.24,,Intrusion,Known Pattern B,Blocked,Low,Vanya Saxena,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8084-03-07 13:10:23 Firefox/3.8,Segment C,"Narasaraopet, West Bengal",85.2.10.148,,Alert Data,Server,Source IP Address (RBL)
32530,2020-09-06 08:17:16,53.154.64.187,115.125.155.236,8374,44155,ICMP,1102,Control,FTP,Pariatur itaque veniam iure velit. Aliquid nulla odio fuga architecto. Impedit aperiam nam ab. Voluptates quae dolor amet doloremque. Aliquid reprehenderit architecto.,,34.04,Alert Triggered,Malware,Known Pattern A,Logged,Low,Alisha Gandhi,Opera/8.38.(Windows NT 4.0; ta-IN) Presto/2.9.177 Version/11.00,Segment C,"Rohtak, Meghalaya",122.67.90.244,Log Data,,Firewall,Destination IP Address (RBL)
32555,2021-02-11 04:00:20,53.186.184.141,21.113.166.206,39238,7359,ICMP,1283,Data,FTP,Saepe voluptatum quas. Sit atque perferendis maxime. Voluptatem expedita pariatur quaerat minus placeat amet recusandae. Vel reprehenderit minima voluptates consequuntur.,,15.45,,Intrusion,Known Pattern B,Blocked,Medium,Kashvi Sarin,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.1),Segment B,"Kolhapur, Tamil Nadu",62.13.202.215,,Alert Data,Firewall,Device Information (Suspect Bot)
32569,2023-07-07 08:31:55,97.52.218.151,198.28.130.214,41631,43010,UDP,646,Control,FTP,Corrupti architecto laboriosam atque necessitatibus autem quae occaecati. Sint suscipit dolore esse a aliquam. Cumque numquam dolorum consequuntur nulla nostrum.,IoC Detected,56.92,,Intrusion,Known Pattern B,Logged,Low,Dharmajan Sidhu,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; nso-ZA) AppleWebKit/534.19.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.19.6",Segment B,"Sangli-Miraj & Kupwad, Nagaland",90.127.131.223,,Alert Data,Firewall,Source IP Address (RBL)
